TreeUID,Farm,Treatment,Season,Diameter,Flower Intensity,No. of young pods,Damaged young pods,Matured pod,Damaged pod,Canopy health,pest,Mean pH,SD pH,Mean N (%),SD N (%),Mean P (mg/Kg),SD P (mg/Kg),Mean K (mg/Kg),SD K (mg/Kg),Mean  Ca(mg/Kg),SD  Ca(mg/Kg),Mean Mg(mg/Kg),SD Mg(mg/Kg),Mean O.C (%),SD O.C (%),Mean O.M (%),SD O.M (%),Mean NDVI,SD NDVI
F_2_TS_BCM_17,Farm 2,TS_BCM,Dry,36.6,Low,6,1,6,0,High,Very low,6.36,0.67,0.112,0.09,7.559,67.82,90.704,493.03,680,1213.37,144,269.72,1.037,0.85,1.788,1.47,0.86,0
F_2_TS_BCM_18,Farm 2,TS_BCM,Dry,31,Low,6,1,6,0,High,Very low,6.36,0.67,0.112,0.09,7.559,67.82,90.704,493.03,680,1213.37,144,269.72,1.037,0.85,1.788,1.47,0.86,0
F_2_TS_BCM_19,Farm 2,TS_BCM,Dry,43,Moderate,24,2,7,0,Very High,Very low,6.36,0.67,0.112,0.09,7.559,67.82,90.704,493.03,680,1213.37,144,269.72,1.037,0.85,1.788,1.47,0.86,0
F_2_TS_BCM_20,Farm 2,TS_BCM,Dry,46.6,Low,29,2,10,0,Very High,Very low,6.36,0.67,0.112,0.09,7.559,67.82,90.704,493.03,680,1213.37,144,269.72,1.037,0.85,1.788,1.47,0.86,0
F_2_TS_BCO_1,Farm 2,TS_BCO,Dry,39.5,Low,11,1,4,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_2,Farm 2,TS_BCO,Dry,25.5,Low,30,8,29,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_3,Farm 2,TS_BCO,Dry,36.5,Low,25,11,16,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_4,Farm 2,TS_BCO,Dry,34.7,Low,16,8,15,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_5,Farm 2,TS_BCO,Dry,32.5,Moderate,26,3,14,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_6,Farm 2,TS_BCO,Dry,36.1,Low,44,5,24,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_7,Farm 2,TS_BCO,Dry,37.5,Low,14,2,17,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_8,Farm 2,TS_BCO,Dry,42.7,Low,19,6,32,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_9,Farm 2,TS_BCO,Dry,31.7,Low,32,2,20,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_10,Farm 2,TS_BCO,Dry,29.5,Very low,6,1,8,0,Moderate,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_11,Farm 2,TS_BCO,Dry,23.5,Very low,10,1,6,0,Moderate,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_12,Farm 2,TS_BCO,Dry,28,Very low,3,2,5,0,Moderate,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_13,Farm 2,TS_BCO,Dry,33.6,Very low,12,0,15,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_14,Farm 2,TS_BCO,Dry,30.5,Very low,19,1,8,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_15,Farm 2,TS_BCO,Dry,39.5,Very low,16,0,9,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_16,Farm 2,TS_BCO,Dry,43.5,Very low,19,2,9,0,Very High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_17,Farm 2,TS_BCO,Dry,38.8,Very low,13,1,4,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_18,Farm 2,TS_BCO,Dry,33.5,Very low,3,0,2,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_19,Farm 2,TS_BCO,Dry,36.5,Very low,8,1,6,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_BCO_20,Farm 2,TS_BCO,Dry,45,Very low,7,2,13,0,High,Very low,6.5,0.25,0.119,0.08,7.559,28.36,5957.725,2282.19,920,919.13,72,104.89,1.037,0.9,1.788,1.56,0.71,0
F_2_TS_O_1,Farm 2,TS_O,Dry,32.2,Very low,3,2,3,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_2,Farm 2,TS_O,Dry,30.3,Very low,4,2,3,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_3,Farm 2,TS_O,Dry,34,Very low,7,6,2,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_4,Farm 2,TS_O,Dry,31,Very low,2,0,1,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_5,Farm 2,TS_O,Dry,21,Very low,3,1,6,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_6,Farm 2,TS_O,Dry,39.5,Very low,11,3,11,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_7,Farm 2,TS_O,Dry,44.3,Low,40,15,35,0,Very High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_8,Farm 2,TS_O,Dry,20.3,Very low,4,2,1,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_9,Farm 2,TS_O,Dry,45.5,Very low,15,6,5,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_10,Farm 2,TS_O,Dry,39.8,Very low,4,0,7,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_11,Farm 2,TS_O,Dry,46.6,Low,11,3,2,0,Very High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_12,Farm 2,TS_O,Dry,31.8,Low,3,3,1,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_13,Farm 2,TS_O,Dry,28.3,Low,0,0,0,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_14,Farm 2,TS_O,Dry,25.6,Low,0,1,0,2,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_15,Farm 2,TS_O,Dry,29,Very low,4,2,4,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_16,Farm 2,TS_O,Dry,35.7,Very low,4,0,1,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_17,Farm 2,TS_O,Dry,31.4,Very low,18,9,16,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_18,Farm 2,TS_O,Dry,29.5,Very low,17,14,10,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_19,Farm 2,TS_O,Dry,52.1,Very low,13,8,10,0,High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_O_20,Farm 2,TS_O,Dry,45.8,Very low,2,0,0,0,Very High,Very low,6.05,0.14,0.119,0.03,9.325,2.14,50.123,23.52,880,400.8,1.157,104.06,1.995,0.54,0.71,0.93,0.71,0
F_2_TS_C_1,Farm 2,TS_C,Dry,39.5,Very low,14,7,8,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_2,Farm 2,TS_C,Dry,31.5,Very low,3,0,2,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_3,Farm 2,TS_C,Dry,28,Low,7,0,2,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_4,Farm 2,TS_C,Dry,39.5,Low,25,9,8,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_5,Farm 2,TS_C,Dry,36.5,Low,24,0,1,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_6,Farm 2,TS_C,Dry,40.8,Low,6,5,10,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_7,Farm 2,TS_C,Dry,27.5,Moderate,9,1,7,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_8,Farm 2,TS_C,Dry,34.1,Moderate,2,0,4,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_9,Farm 2,TS_C,Dry,30,Low,9,0,10,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_10,Farm 2,TS_C,Dry,33.2,Low,19,1,10,0,Very High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_11,Farm 2,TS_C,Dry,23.5,Low,19,1,3,0,Moderate,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_12,Farm 2,TS_C,Dry,26.6,Low,6,1,1,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_13,Farm 2,TS_C,Dry,34.7,Low,19,2,6,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_14,Farm 2,TS_C,Dry,24.7,Low,11,0,1,0,Moderate,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_15,Farm 2,TS_C,Dry,23.3,Low,0,0,3,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_16,Farm 2,TS_C,Dry,29.5,Moderate,23,2,5,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_17,Farm 2,TS_C,Dry,28.7,Very low,5,1,2,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_18,Farm 2,TS_C,Dry,30.1,Very low,7,1,3,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_19,Farm 2,TS_C,Dry,31,Very low,17,1,12,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_C_20,Farm 2,TS_C,Dry,31,Moderate,28,2,6,0,High,Very low,5.5,0.19,0.133,0.09,7.559,2.68,59.042,133.57,680,785.88,1512,746.34,3.431,0.97,5.916,1.68,0.71,
F_2_TS_BC_1,Farm 2,TS_BC,Dry,44.7,Moderate,28,1,5,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_2,Farm 2,TS_BC,Dry,40,Moderate,14,5,8,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_3,Farm 2,TS_BC,Dry,36.5,Moderate,8,7,9,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_4,Farm 2,TS_BC,Dry,39.6,Low,5,5,0,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_5,Farm 2,TS_BC,Dry,28.6,Low,7,3,13,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_6,Farm 2,TS_BC,Dry,36,Low,7,1,7,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_7,Farm 2,TS_BC,Dry,53.5,Low,9,1,8,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_8,Farm 2,TS_BC,Dry,27,Low,2,0,0,0,High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_9,Farm 2,TS_BC,Dry,23,Very low,0,0,1,0,Moderate,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_10,Farm 2,TS_BC,Dry,31.7,Very low,6,2,4,0,Moderate,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_11,Farm 2,TS_BC,Dry,43.9,Low,28,5,20,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_12,Farm 2,TS_BC,Dry,31.7,Very low,10,6,3,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_13,Farm 2,TS_BC,Dry,29.2,Very low,15,1,9,0,High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_14,Farm 2,TS_BC,Dry,38.3,Moderate,29,4,10,0,High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_15,Farm 2,TS_BC,Dry,41,Very low,15,6,3,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_16,Farm 2,TS_BC,Dry,36.5,Very low,16,5,17,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_17,Farm 2,TS_BC,Dry,37.4,Very low,21,2,7,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_18,Farm 2,TS_BC,Dry,22.8,Very low,7,5,4,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_19,Farm 2,TS_BC,Dry,51.8,Low,23,6,24,0,Very High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_2_TS_BC_20,Farm 2,TS_BC,Dry,31,Low,10,6,15,0,High,Very low,5.63,0.19,0.28,0.06,7.559,3.53,91.417,252.81,600,612.62,216,91.91,1.077,1,1.857,1.73,0.86,0
F_3_TS_BC_1,Farm 3,TS_BC,Wet,41,Low,45,9,12,0,Very High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_2,Farm 3,TS_BC,Wet,26.5,Low,10,2,7,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_3,Farm 3,TS_BC,Wet,24.5,Low,3,1,8,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_4,Farm 3,TS_BC,Wet,37.5,Low,8,2,3,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_5,Farm 3,TS_BC,Wet,31,Moderate,6,2,2,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_6,Farm 3,TS_BC,Wet,33,Very low,4,1,2,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_7,Farm 3,TS_BC,Wet,30,Very low,1,1,1,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_8,Farm 3,TS_BC,Wet,30.5,Very low,4,0,1,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_9,Farm 3,TS_BC,Wet,41.5,Very low,8,6,2,1,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_10,Farm 3,TS_BC,Wet,33.5,Moderate,4,1,9,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_11,Farm 3,TS_BC,Wet,41,Moderate,41,1,9,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_12,Farm 3,TS_BC,Wet,24.5,Low,10,3,3,1,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_13,Farm 3,TS_BC,Wet,17.5,Very low,0,0,0,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_14,Farm 3,TS_BC,Wet,38.5,Low,7,2,8,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_15,Farm 3,TS_BC,Wet,40,Moderate,6,1,5,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_16,Farm 3,TS_BC,Wet,33,Very low,8,0,9,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_17,Farm 3,TS_BC,Wet,25.5,Low,5,1,6,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_18,Farm 3,TS_BC,Wet,31,Low,23,1,3,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_19,Farm 3,TS_BC,Wet,39.5,Very low,22,1,10,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_BC_20,Farm 3,TS_BC,Wet,44,Very low,28,0,19,0,High,Very low,5.91,0.19,0.161,0.06,14.623,3.53,331.778,252.81,2320,612.62,384,91.91,2.993,1,5.159,1.73,0.81,0
F_3_TS_M_1,Farm 3,TS_M,Wet,33,Very low,0,0,3,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_2,Farm 3,TS_M,Wet,34.5,Moderate,5,2,12,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_3,Farm 3,TS_M,Wet,34.5,Very low,0,0,0,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_4,Farm 3,TS_M,Wet,55.5,Very low,9,1,12,1,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_5,Farm 3,TS_M,Wet,49,Very low,2,0,4,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_6,Farm 3,TS_M,Wet,26,Very low,1,0,1,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_7,Farm 3,TS_M,Wet,33,Low,4,0,4,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_8,Farm 3,TS_M,Wet,39,High,15,2,2,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_9,Farm 3,TS_M,Wet,40,Very low,1,0,2,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_10,Farm 3,TS_M,Wet,46,Moderate,21,10,1,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_11,Farm 3,TS_M,Wet,47.5,Low,6,3,8,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_12,Farm 3,TS_M,Wet,31.5,Low,9,0,2,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_13,Farm 3,TS_M,Wet,28,Low,5,0,2,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
F_3_TS_M_14,Farm 3,TS_M,Wet,28,Low,16,2,1,0,High,Very low,6.28,0.58,0.378,0.11,23.452,211.24,1616.078,616.63,4240,1413.31,216,516.08,1.436,1.24,2.476,2.13,0.83,0
